content,score,at,cleaning,case_folding,normalisasi,Performa_Aplikasi,Pemesanan_Tiket,Operasional_Perjalanan,Layanan_Akun,_key,Sentimen
"baru update per 200126. pengalaman pesen terbaru pasca update dgn penukaran rail point. 1 kali digagalkan oleh aplikasi ketika pembayaran (pembayaran gagal). 1 kali pesen lagi digagalkan karena waktu dianggap habis, padahal satset waktu masih 6 menit. pesen berikutnya tidak ada page penukaran rail point, hanya sekelebat lewat, diulangi pun tetap sama, akhirnya lanjut saja tanpa reduksi/penukaran rail point, dan pembayaran berhasil. update atau perbaikan yang aneh.",3,2026-01-20 05:46:20,baru update per pengalaman pesen terbaru pasca update dgn penukaran rail point kali digagalkan oleh aplikasi ketika pembayaran pembayaran gagal kali pesen lagi digagalkan karena waktu dianggap habis padahal satset waktu masih menit pesen berikutnya tidak ada page penukaran rail point hanya sekelebat lewat diulangi pun tetap sama akhirnya lanjut saja tanpa reduksi penukaran rail point dan pembayaran berhasil update atau perbaikan yang aneh,baru update per pengalaman pesen terbaru pasca update dgn penukaran rail point kali digagalkan oleh aplikasi ketika pembayaran pembayaran gagal kali pesen lagi digagalkan karena waktu dianggap habis padahal satset waktu masih menit pesen berikutnya tidak ada page penukaran rail point hanya sekelebat lewat diulangi pun tetap sama akhirnya lanjut saja tanpa reduksi penukaran rail point dan pembayaran berhasil update atau perbaikan yang aneh,baru update per pengalaman pesen terbaru pasca update dgn penukaran rail point kali digagalkan oleh aplikasi ketika pembayaran pembayaran gagal kali pesen lagi digagalkan karena waktu dianggap habis padahal satset waktu masih menit pesen berikutnya tidak ada page penukaran rail point hanya sekelebat lewat diulangi pun tetap sama akhirnya lanjut saja tanpa reduksi penukaran rail point dan pembayaran berhasil update atau perbaikan yang aneh,1,1,0,0,"baru update per 200126. pengalaman pesen terbaru pasca update dgn penukaran rail point. 1 kali digagalkan oleh aplikasi ketika pembayaran (pembayaran gagal). 1 kali pesen lagi digagalkan karena waktu dianggap habis, padahal satset waktu masih 6 menit. pesen berikutnya tidak ada page penukaran rail point, hanya sekelebat lewat, diulangi pun tetap sama, akhirnya lanjut saja tanpa reduksi/penukaran rail point, dan pembayaran berhasil. update atau perbaikan yang aneh.||baru update per pengalaman pesen terbaru pasca update dgn penukaran rail point kali digagalkan oleh aplikasi ketika pembayaran pembayaran gagal kali pesen lagi digagalkan karena waktu dianggap habis padahal satset waktu masih menit pesen berikutnya tidak ada page penukaran rail point hanya sekelebat lewat diulangi pun tetap sama akhirnya lanjut saja tanpa reduksi penukaran rail point dan pembayaran berhasil update atau perbaikan yang aneh",negatif
good job,5,2026-01-20 04:44:40,good job,good job,good job,0,0,0,0,good job||good job,positif
"pelayanan semakin baik, luar biasa.. railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga",4,2026-01-20 04:23:29,pelayanan semakin baik luar biasa railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga,pelayanan semakin baik luar biasa railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga,pelayanan semakin baik luar biasa railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga,0,0,1,0,"pelayanan semakin baik, luar biasa.. railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga||pelayanan semakin baik luar biasa railfood di aplikasi terkadang tida bisa saat kita sudah jalan di dalam kereta juga",positif
semoga kita dilayani oleh kai dgn baik,2,2026-01-20 03:56:08,semoga kita dilayani oleh kai dgn baik,semoga kita dilayani oleh kai dgn baik,semoga kita dilayani oleh kai dgn baik,0,0,0,0,semoga kita dilayani oleh kai dgn baik||semoga kita dilayani oleh kai dgn baik,positif
sangat bermanfaat,5,2026-01-20 03:28:17,sangat bermanfaat,sangat bermanfaat,sangat bermanfaat,0,0,0,0,sangat bermanfaat||sangat bermanfaat,positif
"Selasa , 20 Januari 2026 sayaa peesan tiket kereta Pasar Senin - Garut waktu itu arah balik (Garut - jakarta) saya pesan lewat apk sodara saya bisa, lantas kenapa hari ini istri saya ga bisa/tidak di perbolehkan menaiki kereta di karenakan KTP tikket dan penumpang tidak sesuai, padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta. saya tidak tau bahwa ada peraturan harus nunjukin KTP, di Garut tidak seperti itu soalnya dan sekarang 63k lenyap , tidak ada solusi dari pihak KAI nya",1,2026-01-20 02:40:41,Selasa Januari sayaa peesan tiket kereta Pasar Senin Garut waktu itu arah balik Garut jakarta saya pesan lewat apk sodara saya bisa lantas kenapa hari ini istri saya ga bisa tidak di perbolehkan menaiki kereta di karenakan KTP tikket dan penumpang tidak sesuai padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta saya tidak tau bahwa ada peraturan harus nunjukin KTP di Garut tidak seperti itu soalnya dan sekarang k lenyap tidak ada solusi dari pihak KAI nya,selasa januari sayaa peesan tiket kereta pasar senin garut waktu itu arah balik garut jakarta saya pesan lewat apk sodara saya bisa lantas kenapa hari ini istri saya ga bisa tidak di perbolehkan menaiki kereta di karenakan ktp tikket dan penumpang tidak sesuai padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta saya tidak tau bahwa ada peraturan harus nunjukin ktp di garut tidak seperti itu soalnya dan sekarang k lenyap tidak ada solusi dari pihak kai nya,selasa januari sayaa peesan tiket kereta pasar senin garut waktu itu arah balik garut jakarta saya pesan lewat aplikasi sodara saya bisa lantas kenapa hari ini istri saya tidak bisa tidak di perbolehkan menaiki kereta di karenakan ktp tikket dan penumpang tidak sesuai padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta saya tidak tau bahwa ada peraturan harus nunjukin ktp di garut tidak seperti itu soalnya dan sekarang k lenyap tidak ada solusi dari pihak kai nya,1,1,1,0,"Selasa , 20 Januari 2026 sayaa peesan tiket kereta Pasar Senin - Garut waktu itu arah balik (Garut - jakarta) saya pesan lewat apk sodara saya bisa, lantas kenapa hari ini istri saya ga bisa/tidak di perbolehkan menaiki kereta di karenakan KTP tikket dan penumpang tidak sesuai, padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta. saya tidak tau bahwa ada peraturan harus nunjukin KTP, di Garut tidak seperti itu soalnya dan sekarang 63k lenyap , tidak ada solusi dari pihak KAI nya||selasa januari sayaa peesan tiket kereta pasar senin garut waktu itu arah balik garut jakarta saya pesan lewat aplikasi sodara saya bisa lantas kenapa hari ini istri saya tidak bisa tidak di perbolehkan menaiki kereta di karenakan ktp tikket dan penumpang tidak sesuai padahal istri saya sudah menunjukkan bukti chat dan ss tiket kereta saya tidak tau bahwa ada peraturan harus nunjukin ktp di garut tidak seperti itu soalnya dan sekarang k lenyap tidak ada solusi dari pihak kai nya",negatif
pelayanan sangat baik,5,2026-01-20 02:20:20,pelayanan sangat baik,pelayanan sangat baik,pelayanan sangat baik,0,0,0,0,pelayanan sangat baik||pelayanan sangat baik,positif
tidak bisa untuk vivo v15 padahal android 11,1,2026-01-20 02:16:55,tidak bisa untuk vivo v padahal android,tidak bisa untuk vivo v padahal android,tidak bisa untuk vivo v padahal android,1,0,0,0,tidak bisa untuk vivo v15 padahal android 11||tidak bisa untuk vivo v padahal android,negatif
"sisa token hangus, dan biaya adm untuk top up 6500 rp. cukup mahal tolong diperbaiki agar lebih aman dan ekonomis.",1,2026-01-20 01:53:45,sisa token hangus dan biaya adm untuk top up rp cukup mahal tolong diperbaiki agar lebih aman dan ekonomis,sisa token hangus dan biaya adm untuk top up rp cukup mahal tolong diperbaiki agar lebih aman dan ekonomis,sisa token hangus dan biaya adm untuk top up rp cukup mahal tolong diperbaiki agar lebih aman dan ekonomis,0,1,0,0,"sisa token hangus, dan biaya adm untuk top up 6500 rp. cukup mahal tolong diperbaiki agar lebih aman dan ekonomis.||sisa token hangus dan biaya adm untuk top up rp cukup mahal tolong diperbaiki agar lebih aman dan ekonomis",negatif
"untuk Android versi 11 , di hp vivo v15 saya tidak bisa diinstall lewat google play store (aplikasi tersebut mungkin tidak berjalan di hp anda). mohon segera bisa diperbaiki",3,2026-01-20 01:40:55,untuk Android versi di hp vivo v saya tidak bisa diinstall lewat google play store aplikasi tersebut mungkin tidak berjalan di hp anda mohon segera bisa diperbaiki,untuk android versi di hp vivo v saya tidak bisa diinstall lewat google play store aplikasi tersebut mungkin tidak berjalan di hp anda mohon segera bisa diperbaiki,untuk android versi di hp vivo v saya tidak bisa diinstall lewat google play store aplikasi tersebut mungkin tidak berjalan di hp anda mohon segera bisa diperbaiki,1,0,0,0,"untuk Android versi 11 , di hp vivo v15 saya tidak bisa diinstall lewat google play store (aplikasi tersebut mungkin tidak berjalan di hp anda). mohon segera bisa diperbaiki||untuk android versi di hp vivo v saya tidak bisa diinstall lewat google play store aplikasi tersebut mungkin tidak berjalan di hp anda mohon segera bisa diperbaiki",negatif
apknya sudah tidak bisa di gunakan dan lebih ke gak bisa di download,1,2026-01-20 01:08:11,apknya sudah tidak bisa di gunakan dan lebih ke gak bisa di download,apknya sudah tidak bisa di gunakan dan lebih ke gak bisa di download,apknya sudah tidak bisa di gunakan dan lebih ke tidak bisa di download,1,0,0,0,apknya sudah tidak bisa di gunakan dan lebih ke gak bisa di download||apknya sudah tidak bisa di gunakan dan lebih ke tidak bisa di download,negatif
baik,5,2026-01-20 00:27:02,baik,baik,baik,0,0,0,0,baik||baik,netral
Good ..,5,2026-01-20 00:06:24,Good,good,good,0,0,0,0,Good ..||good,positif
"kecewa bgt ditgl 19 januari 2026, khususnya dikota pekalongan jateng, naik Harina yg memutar ke arah selatan tdk lewat di kota pekalongan, tanpa ada informasi via online, tau² nyampe stasiun disuruh batalin aja, tak tolak karna aku dg istri yg lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain (airlangga)",1,2026-01-19 23:25:35,kecewa bgt ditgl januari khususnya dikota pekalongan jateng naik Harina yg memutar ke arah selatan tdk lewat di kota pekalongan tanpa ada informasi via online tau² nyampe stasiun disuruh batalin aja tak tolak karna aku dg istri yg lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain airlangga,kecewa bgt ditgl januari khususnya dikota pekalongan jateng naik harina yg memutar ke arah selatan tdk lewat di kota pekalongan tanpa ada informasi via online tau² nyampe stasiun disuruh batalin aja tak tolak karna aku dg istri yg lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain airlangga,kecewa banget ditgl januari khususnya dikota pekalongan jateng naik harina yang memutar ke arah selatan tidak lewat di kota pekalongan tanpa ada informasi via online tau² nyampe stasiun disuruh batalin saja tak tolak karna aku dengan istri yang lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain airlangga,1,0,1,0,"kecewa bgt ditgl 19 januari 2026, khususnya dikota pekalongan jateng, naik Harina yg memutar ke arah selatan tdk lewat di kota pekalongan, tanpa ada informasi via online, tau² nyampe stasiun disuruh batalin aja, tak tolak karna aku dg istri yg lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain (airlangga)||kecewa banget ditgl januari khususnya dikota pekalongan jateng naik harina yang memutar ke arah selatan tidak lewat di kota pekalongan tanpa ada informasi via online tau² nyampe stasiun disuruh batalin saja tak tolak karna aku dengan istri yang lagi hamil akhir nya nekat dan dikasih kebijakan olh staff dititipin ke kereta lain airlangga",negatif
"akhir akhir ini app ini sering nge bug, saya pesan, tinggal bayar tiba2 loadingnya lamaa bngt, dan gagal, dan ketika pesan lagi, ada alert Anda tidak bisa pesan di jadwal yg sama, padahal saya gagal pesan sebelumnya",4,2026-01-19 21:11:04,akhir akhir ini app ini sering nge bug saya pesan tinggal bayar tiba loadingnya lamaa bngt dan gagal dan ketika pesan lagi ada alert Anda tidak bisa pesan di jadwal yg sama padahal saya gagal pesan sebelumnya,akhir akhir ini app ini sering nge bug saya pesan tinggal bayar tiba loadingnya lamaa bngt dan gagal dan ketika pesan lagi ada alert anda tidak bisa pesan di jadwal yg sama padahal saya gagal pesan sebelumnya,akhir akhir ini app ini sering nge bug saya pesan tinggal bayar tiba loadingnya lamaa bngt dan gagal dan ketika pesan lagi ada alert anda tidak bisa pesan di jadwal yang sama padahal saya gagal pesan sebelumnya,1,1,1,0,"akhir akhir ini app ini sering nge bug, saya pesan, tinggal bayar tiba2 loadingnya lamaa bngt, dan gagal, dan ketika pesan lagi, ada alert Anda tidak bisa pesan di jadwal yg sama, padahal saya gagal pesan sebelumnya||akhir akhir ini app ini sering nge bug saya pesan tinggal bayar tiba loadingnya lamaa bngt dan gagal dan ketika pesan lagi ada alert anda tidak bisa pesan di jadwal yang sama padahal saya gagal pesan sebelumnya",negatif
"tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya, katanya di kirim ke email tapi saya tungguin malah gak ada notif muncul di email, tolong lah",1,2026-01-19 18:23:16,tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya katanya di kirim ke email tapi saya tungguin malah gak ada notif muncul di email tolong lah,tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya katanya di kirim ke email tapi saya tungguin malah gak ada notif muncul di email tolong lah,tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya katanya di kirim ke email tapi saya tungguin malah tidak ada notif muncul di email tolong lah,0,0,0,1,"tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya, katanya di kirim ke email tapi saya tungguin malah gak ada notif muncul di email, tolong lah||tolong lah min saya mau ganti kata sandi karena lupa kok malah di persulit ya katanya di kirim ke email tapi saya tungguin malah tidak ada notif muncul di email tolong lah",negatif
"aplikasi ga lengkap kereta masa di sumatra utara cuma beberapa , ga ada stasiun medan",1,2026-01-19 14:31:13,aplikasi ga lengkap kereta masa di sumatra utara cuma beberapa ga ada stasiun medan,aplikasi ga lengkap kereta masa di sumatra utara cuma beberapa ga ada stasiun medan,aplikasi tidak lengkap kereta masa di sumatra utara cuma beberapa tidak ada stasiun medan,0,0,1,0,"aplikasi ga lengkap kereta masa di sumatra utara cuma beberapa , ga ada stasiun medan||aplikasi tidak lengkap kereta masa di sumatra utara cuma beberapa tidak ada stasiun medan",negatif
Mantul,5,2026-01-19 14:08:27,Mantul,mantul,mantul,0,0,0,0,Mantul||mantul,positif
Baik,4,2026-01-19 14:01:16,Baik,baik,baik,0,0,0,0,Baik||baik,netral
Bagaimana caranya mengatasi top up KAIPAY belum masuk ke saldo? serius nanyak top up pertama 2jt masuk top up kedua 703belum masok sampai sekarang sudah 1x24jam,4,2026-01-19 13:29:36,Bagaimana caranya mengatasi top up KAIPAY belum masuk ke saldo serius nanyak top up pertama jt masuk top up kedua belum masok sampai sekarang sudah x jam,bagaimana caranya mengatasi top up kaipay belum masuk ke saldo serius nanyak top up pertama jt masuk top up kedua belum masok sampai sekarang sudah x jam,bagaimana caranya mengatasi top up kaipay belum masuk ke saldo serius nanyak top up pertama jt masuk top up kedua belum masok sampai sekarang sudah x jam,0,1,0,1,Bagaimana caranya mengatasi top up KAIPAY belum masuk ke saldo? serius nanyak top up pertama 2jt masuk top up kedua 703belum masok sampai sekarang sudah 1x24jam||bagaimana caranya mengatasi top up kaipay belum masuk ke saldo serius nanyak top up pertama jt masuk top up kedua belum masok sampai sekarang sudah x jam,negatif
ok langganan yg mengasikan,4,2026-01-19 13:03:59,ok langganan yg mengasikan,ok langganan yg mengasikan,ok langganan yang mengasikan,0,0,0,0,ok langganan yg mengasikan||ok langganan yang mengasikan,netral
beli token kode nya dimana? diriwayat gak ada,1,2026-01-19 11:29:53,beli token kode nya dimana diriwayat gak ada,beli token kode nya dimana diriwayat gak ada,beli token kode nya dimana diriwayat tidak ada,0,0,0,0,beli token kode nya dimana? diriwayat gak ada||beli token kode nya dimana diriwayat tidak ada,negatif
"udah topupnya kena charge, saldo tersisa kepotong 2rb lagi.",1,2026-01-19 11:10:00,udah topupnya kena charge saldo tersisa kepotong rb lagi,udah topupnya kena charge saldo tersisa kepotong rb lagi,sudah topupnya kena charge saldo tersisa kepotong rb lagi,1,0,0,1,"udah topupnya kena charge, saldo tersisa kepotong 2rb lagi.||sudah topupnya kena charge saldo tersisa kepotong rb lagi",negatif
akses nya begitu mudah,5,2026-01-19 10:57:29,akses nya begitu mudah,akses nya begitu mudah,akses nya begitu mudah,0,0,0,1,akses nya begitu mudah||akses nya begitu mudah,positif
"ini saya batal Krn banjir tapi kok dipotong 25% ya. di beritakan dikembalikan 100%, mohon konfirmasi nya. terima kasih",5,2026-01-19 10:56:03,ini saya batal Krn banjir tapi kok dipotong ya di beritakan dikembalikan mohon konfirmasi nya terima kasih,ini saya batal krn banjir tapi kok dipotong ya di beritakan dikembalikan mohon konfirmasi nya terima kasih,ini saya batal karena banjir tapi kok dipotong ya di beritakan dikembalikan mohon konfirmasi nya terima kasih,0,0,0,0,"ini saya batal Krn banjir tapi kok dipotong 25% ya. di beritakan dikembalikan 100%, mohon konfirmasi nya. terima kasih||ini saya batal karena banjir tapi kok dipotong ya di beritakan dikembalikan mohon konfirmasi nya terima kasih",negatif
"cust service slowres, kai pay lambat utk upload saldo terima kasih",2,2026-01-19 08:57:36,cust service slowres kai pay lambat utk upload saldo terima kasih,cust service slowres kai pay lambat utk upload saldo terima kasih,cust service slowres kai pay lambat utk upload saldo terima kasih,0,0,0,1,"cust service slowres, kai pay lambat utk upload saldo terima kasih||cust service slowres kai pay lambat utk upload saldo terima kasih",negatif
"mau batalin tiket aja harus pake rekening sendiri,kalo yg mesen anak 18 taun kebawah gimana??,di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar,tambah ruwet aja apk KAI....",1,2026-01-19 08:34:26,mau batalin tiket aja harus pake rekening sendiri kalo yg mesen anak taun kebawah gimana di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar tambah ruwet aja apk KAI,mau batalin tiket aja harus pake rekening sendiri kalo yg mesen anak taun kebawah gimana di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar tambah ruwet aja apk kai,mau batalin tiket saja harus pake rekening sendiri kalo yang mesen anak taun kebawah gimana di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar tambah ruwet saja aplikasi kai,1,1,1,0,"mau batalin tiket aja harus pake rekening sendiri,kalo yg mesen anak 18 taun kebawah gimana??,di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar,tambah ruwet aja apk KAI....||mau batalin tiket saja harus pake rekening sendiri kalo yang mesen anak taun kebawah gimana di stasiun kecil juga nggk bisa di batalin harus ke stasiun besar tambah ruwet saja aplikasi kai",negatif
